solute,solvent,logS,DGsolv,Reference (DOI),Comments,can_smiles_solute,can_smiles_solvent,concat_smiles,is_chonps_halogens,index,DGsolv_qm,AE,SE
CC(C)(C)Br,CCOCC,,-3.85,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],CC(C)(C)Br,CCOCC,CC(C)(C)Br.CCOCC,True,3084,-4.75579374,0.9057937399999996,0.8204622994231868
CC(C)(C)Br,ClCCCl,,-4.02,10.1016/j.cej.2021.129307,"['Abraham Paper (A34)', 'Abraham Paper (A7)']",CC(C)(C)Br,ClCCCl,CC(C)(C)Br.ClCCCl,True,3088,-4.87069853,0.8506985300000007,0.7236879889441622
CC(C)(C)Br,c1ccccc1Cl,,-3.93,10.1016/j.cej.2021.129307,['Abraham Paper (A6)'],CC(C)(C)Br,Clc1ccccc1,CC(C)(C)Br.Clc1ccccc1,True,3089,-4.75934443,0.8293444299999995,0.687812183572024
CC(C)(C)Br,O,,0.85,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A20)', 'Abraham Paper (A20)', 'Abraham Paper (A26)', 'Abraham Paper (A27)', 'Abraham Paper (A3)', 'Abraham Paper (A4)', 'Abraham Paper (A5)', 'Abraham Paper (A5)', 'Abraham Paper (A5)', 'Abraham Paper (A6)', 'Abraham Paper (A6)', 'Abraham Paper (A8)', 'FreeSolv (entry number=372)']",CC(C)(C)Br,O,CC(C)(C)Br.O,True,3092,-1.32302679,2.1730267899999998,4.722045430057703
CC(C)(C)C,CC(=O)C,,-2.22,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A4)']",CC(C)(C)C,CC(C)=O,CC(C)(C)C.CC(C)=O,True,3122,-1.99293447,0.22706553000000018,0.05155875491418098
CC(C)(C)C,CCCCCCCCO,,-1.74,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(C)(C)C,CCCCCCCCO,CC(C)(C)C.CCCCCCCCO,True,3125,-2.31022785,0.57022785,0.32515980091562247
CC(C)(C)C,CO,,-1.91,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",CC(C)(C)C,CO,CC(C)(C)C.CO,True,3127,-1.83062552,0.07937448000000003,0.006300308075270404
CC(C)(C)C,O,,2.58,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.08,CC(C)(C)C,O,CC(C)(C)C.O,True,3129,1.79846539,0.78153461,0.6107963466278521
CC(C)(C)Cl,C1=CC=C2C(=C1)C=CC=C2Br,,-3.15,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=8156)'],CC(C)(C)Cl,Brc1cccc2ccccc12,CC(C)(C)Cl.Brc1cccc2ccccc12,True,3156,-3.82671783,0.6767178300000003,0.4579470214399093
CC(C)(C)Cl,c1ccccc1Br,,-3.44,10.1016/j.cej.2021.129307,['Abraham Paper (A6)'],CC(C)(C)Cl,Brc1ccccc1,CC(C)(C)Cl.Brc1ccccc1,True,3157,-4.02758981,0.5875898100000003,0.34526178481583647
CC(C)(C)Cl,C1CCCCC1,,-3.64,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=35644)'],CC(C)(C)Cl,C1CCCCC1,CC(C)(C)Cl.C1CCCCC1,True,3158,-3.44881489,0.19118511000000016,0.03655174628571216
CC(C)(C)Cl,O1CCOCC1,,-3.36,10.1016/j.cej.2021.129307,['Abraham Paper (A33)'],CC(C)(C)Cl,C1COCCO1,CC(C)(C)Cl.C1COCCO1,True,3160,-4.14720001,0.7872000099999998,0.6196838557439999
CC(C)(C)Cl,CC(=O)N(C)C,,-3.1,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CC(C)(C)Cl,CC(=O)N(C)C,CC(C)(C)Cl.CC(=O)N(C)C,True,3162,-3.89430994,0.7943099399999998,0.6309282807828033
CC(C)(C)Cl,CC(C)(C)Cl,,-3.74,Compsol pure,solute-solvent same,CC(C)(C)Cl,CC(C)(C)Cl,CC(C)(C)Cl.CC(C)(C)Cl,True,3164,-4.00764395,0.2676439500000001,0.07163328397160254
CC(C)(C)Cl,CC(O)(C)C,,-2.95,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",CC(C)(C)Cl,CC(C)(C)O,CC(C)(C)Cl.CC(C)(C)O,True,3165,-3.51695799,0.5669579899999997,0.3214413624248397
CC(C)(C)Cl,CC(C)OC(C)C,,-3.53,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=17188)'],CC(C)(C)Cl,CC(C)OC(C)C,CC(C)(C)Cl.CC(C)OC(C)C,True,3168,-3.88439635,0.35439635,0.12559677289332252
CC(C)(C)Cl,CCC(=O)C,,-3.66,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A4)']",CC(C)(C)Cl,CCC(C)=O,CC(C)(C)Cl.CCC(C)=O,True,3172,-3.99895754,0.33895754,0.11489221392285161
CC(C)(C)Cl,CCCCCCC,,-3.47,10.1016/j.cej.2021.129307,"['Abraham Paper (A32)', 'CompSol Binary (entry number=41734)']",CC(C)(C)Cl,CCCCCCC,CC(C)(C)Cl.CCCCCCC,True,3175,-3.30399516,0.16600484000000026,0.027557606903425687
CC(C)(C)Cl,CCCCCCCC,,-3.35,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=54093)'],CC(C)(C)Cl,CCCCCCCC,CC(C)(C)Cl.CCCCCCCC,True,3176,-3.25373178,0.09626822000000024,0.009267570181968447
CC(C)(C)Cl,CCCCCCO,,-3.14,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=10802)'],CC(C)(C)Cl,CCCCCCO,CC(C)(C)Cl.CCCCCCO,True,3177,-3.41109434,0.2710943399999999,0.07349214118003554
CC(C)(C)Cl,CCCCCO,,-3.23,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=13997)'],CC(C)(C)Cl,CCCCCO,CC(C)(C)Cl.CCCCCO,True,3178,-3.46076536,0.23076535999999992,0.05325265137592956
CC(C)(C)Cl,CCCCO,,-3.08,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)', 'CompSol Binary (entry number=8552)']",CC(C)(C)Cl,CCCCO,CC(C)(C)Cl.CCCCO,True,3179,-3.50963462,0.42963461999999986,0.18458590670254427
CC(C)(C)Cl,CO,,-3.11,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=46711)', 'CompSol Binary (entry number=46712)']",CC(C)(C)Cl,CO,CC(C)(C)Cl.CO,True,3186,-3.50433278,0.39433278000000005,0.15549834138252844
CC(C)(C)Cl,c1cc(C)ccc1C,,-3.58,10.1016/j.cej.2021.129307,['Abraham Paper (A30)'],CC(C)(C)Cl,Cc1ccc(C)cc1,CC(C)(C)Cl.Cc1ccc(C)cc1,True,3189,-3.9428665,0.3628665,0.13167209682224998
CC(C)(C)Cl,ClC(Cl)(Cl)Cl,,-3.66,10.1016/j.cej.2021.129307,['Abraham Paper (A7)'],CC(C)(C)Cl,ClC(Cl)(Cl)Cl,CC(C)(C)Cl.ClC(Cl)(Cl)Cl,True,3190,-3.73447266,0.07447266000000008,0.005546177087475612
CC(C)(C)Cl,ClCCCl,,-3.69,10.1016/j.cej.2021.129307,"['Abraham Paper (A34)', 'Abraham Paper (A7)', 'CompSol Binary (entry number=4340)']",CC(C)(C)Cl,ClCCCl,CC(C)(C)Cl.ClCCCl,True,3191,-4.17289204,0.48289203999999986,0.23318472229536147
CC(C)(C)Cl,c1ccccc1C#N,,-3.15,10.1016/j.cej.2021.129307,['Abraham Paper (A26)'],CC(C)(C)Cl,N#Cc1ccccc1,CC(C)(C)Cl.N#Cc1ccccc1,True,3193,-4.16260403,1.0126040299999999,1.0253669215722407
CC(C)(C)Cl,C1CCCCC1=O,,-3.64,10.1016/j.cej.2021.129307,['Abraham Paper (A4)'],CC(C)(C)Cl,O=C1CCCCC1,CC(C)(C)Cl.O=C1CCCCC1,True,3196,-4.0715145,0.4315145,0.18620476371025002
CC(C)(C)Cl,C(CO)O,,-1.8,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=5293)'],CC(C)(C)Cl,OCCO,CC(C)(C)Cl.OCCO,True,3197,-2.72451681,0.9245168099999999,0.8547313319725758
CC(C)(C)O,C1CCCCC1,,-2.93,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(C)(C)O,C1CCCCC1,CC(C)(C)O.C1CCCCC1,True,3236,-3.35650736,0.42650736,0.1819085281341696
CC(C)(C)O,CCCCCCC,,-3.01,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],CC(C)(C)O,CCCCCCC,CC(C)(C)O.CCCCCCC,True,3240,-3.23688321,0.22688321,0.0514759909799041
CC(C)(C)O,ClCCCC,,-3.82,10.1016/j.cej.2021.129307,['Abraham Paper (A7)'],CC(C)(C)O,CCCCCl,CC(C)(C)O.CCCCCl,True,3243,-4.20019543,0.3801954300000001,0.144548564992885
CC(C)(C)O,CCCCO,,-5.13,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",CC(C)(C)O,CCCCO,CC(C)(C)O.CCCCO,True,3244,-5.71677641,0.5867764099999997,0.3443065553324877
CC(C)(C)O,CCOCC,,-4.8,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(C)(C)O,CCOCC,CC(C)(C)O.CCOCC,True,3246,-4.92539015,0.1253901500000003,0.015722689717022578
CC(C)(C)O,ClC(Cl)(Cl)Cl,,-3.52,10.1016/j.cej.2021.129307,"["" 'Abraham Paper (A7)'""]",CC(C)(C)O,ClC(Cl)(Cl)Cl,CC(C)(C)O.ClC(Cl)(Cl)Cl,True,3250,-3.70493559,0.18493558999999982,0.03420117244864803
CC(C)(C)O,ClC(Cl)Cl,,-4.48,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(C)(C)O,ClC(Cl)Cl,CC(C)(C)O.ClC(Cl)Cl,True,3251,-4.71599465,0.23599464999999942,0.055693474828622226
CC(C)(C)O,C1COCCN1C=O,,-4.45,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CC(C)(C)O,O=CN1CCOCC1,CC(C)(C)O.O=CN1CCOCC1,True,3254,-5.44281809,0.9928180900000001,0.9856877598312483
CC(C)(C)c1ccc(cc1)O,O,,-5.91,10.1016/j.cej.2021.129307,['FreeSolv (entry number=36)'],CC(C)(C)c1ccc(O)cc1,O,CC(C)(C)c1ccc(O)cc1.O,True,3329,-6.12304203,0.21304202999999955,0.04538690654652071
CC(C)(C)C1=CC=CC=C1,CO,,-5.52,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)', 'CompSol Binary (entry number=46357)']",CC(C)(C)c1ccccc1,CO,CC(C)(C)c1ccccc1.CO,True,3343,-5.78807153,0.2680715300000003,0.07186234519654106
CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCCCCCCC,,-12.9,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,CCCCCCCC,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1.CCCCCCCC,True,3408,-12.03470511,0.8652948899999995,0.7487352466601112
CC(=CC(C)(C)C)C,CCC(=O)C,,-4.39,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A4)']",CC(C)=CC(C)(C)C,CCC(C)=O,CC(C)=CC(C)(C)C.CCC(C)=O,True,3434,-4.19945622,0.1905437799999996,0.03630693209668825
CC(=CC(C)(C)C)C,O,,1.84,10.1016/j.cej.2021.129307,['Abraham Paper (A4)'],CC(C)=CC(C)(C)C,O,CC(C)=CC(C)(C)C.O,True,3435,1.06566202,0.7743379800000001,0.5995993072704805
CC(=CCCC1(C2CC3C1(C3C2)C)C)C,O,,0.55,10.1016/j.cej.2021.129307,['Abraham Paper (A28)'],CC(C)=CCCC1(C)C2CC3C(C2)C31C,O,CC(C)=CCCC1(C)C2CC3C(C2)C31C.O,True,3460,0.23732082,0.31267918000000006,0.09776826960547244
CC(=O)C,C1=CC=C2C(=C1)C=CC=C2Br,,-3.32,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=8158)'],CC(C)=O,Brc1cccc2ccccc12,CC(C)=O.Brc1cccc2ccccc12,True,3476,-3.84510086,0.5251008600000002,0.27573091317273984
CC(C)=O,CC(C)CC(C)(C)C,,-2.44,10.1016/j.cej.2021.129307,"["" 'Abraham Paper (A31)'""]",CC(C)=O,CC(C)CC(C)(C)C,CC(C)=O.CC(C)CC(C)(C)C,True,3484,-2.64319247,0.20319246999999985,0.04128717986470084
CC(C)=O,CCCCCCCCCC,,-2.465,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.01,CC(C)=O,CCCCCCCCCC,CC(C)=O.CCCCCCCCCC,True,3495,-2.48145037,0.01645037000000027,0.00027061467313690886
CC(C)=O,CCCCCCCCO,,-3.145,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.00,CC(C)=O,CCCCCCCCO,CC(C)=O.CCCCCCCCO,True,3497,-3.5419687,0.39696869999999995,0.15758414877968996
CC(=O)C,CCCCCO,,-3.4,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",CC(C)=O,CCCCCO,CC(C)=O.CCCCCO,True,3499,-3.79932426,0.3993242600000002,0.15945986462454775
CC(=O)C,CCCCOCCCC,,-3.04,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A9)']",CC(C)=O,CCCCOCCCC,CC(C)=O.CCCCOCCCC,True,3503,-3.18053919,0.14053919000000015,0.01975126392585614
CC(=O)C,CNC=O,,-3.82,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CC(C)=O,CNC=O,CC(C)=O.CNC=O,True,3520,-4.34444772,0.52444772,0.27504541101319835
CC(=O)C,COP(=O)(OC)OC,,-3.97,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=55858)'],CC(C)=O,COP(=O)(OC)OC,CC(C)=O.COP(=O)(OC)OC,True,3523,-4.10007614,0.13007613999999945,0.016919802197299456
CC(=O)C,ClCCCl,,-4.27,10.1016/j.cej.2021.129307,"['Abraham Paper (A34)', 'Abraham Paper (A7)']",CC(C)=O,ClCCCl,CC(C)=O.ClCCCl,True,3532,-4.85314944,0.5831494400000006,0.3400632693723143
CC(C)=O,O,,-3.845,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.01,CC(C)=O,O,CC(C)=O.O,True,3539,-4.29918317,0.45418316999999986,0.20628235191124877
CC(C)=O,S=C=S,,-3.265,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.12,CC(C)=O,S=C=S,CC(C)=O.S=C=S,True,3543,-3.2581515,0.006848500000000257,4.6901952250003524e-05
CC(=O)C,C1=CC=C2C(=C1)C=CC=N2,,-3.62,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=56638)', 'CompSol Binary (entry number=56640)']",CC(C)=O,c1ccc2ncccc2c1,CC(C)=O.c1ccc2ncccc2c1,True,3546,-4.09062582,0.47062581999999953,0.22148866245067195
CC(C)C(=O)C(C)C,O,,-2.56,10.1016/j.cej.2021.129307,"['FreeSolv (entry number=28)', 'CompSol Binary (entry number=63516)', 'CompSol Binary (entry number=63519)']",CC(C)C(=O)C(C)C,O,CC(C)C(=O)C(C)C.O,True,3561,-2.4939364,0.06606360000000011,0.004364399244960015
CC(C)C(C)(C)C,CCCCCCCCCCCCCCC=C,,-3.77,10.1016/j.cej.2021.129307,['Abraham Paper (A27)'],CC(C)C(C)(C)C,C=CCCCCCCCCCCCCCC,CC(C)C(C)(C)C.C=CCCCCCCCCCCCCCC,True,3583,-3.76129537,0.008704629999999991,7.577058343689984e-05
CC(C)C(C)(C)C,O,,2.62,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A27)', 'Abraham Paper (A5)']",CC(C)C(C)(C)C,O,CC(C)C(C)(C)C.O,True,3587,1.57747756,1.0425224400000002,1.086853037903554
CC(C)C(C)(C)O,CCCCCCCCCC,,-4.55,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],CC(C)C(C)(C)O,CCCCCCCCCC,CC(C)C(C)(C)O.CCCCCCCCCC,True,3589,-4.34364577,0.20635422999999964,0.042582068238892753
CC(C)C(C)C(C)C,O1CCOCC1,,-4.17,10.1016/j.cej.2021.129307,"['Abraham Paper (A33)', 'CompSol Binary (entry number=7653)', 'CompSol Binary (entry number=7654)']",CC(C)C(C)C(C)C,C1COCCO1,CC(C)C(C)C(C)C.C1COCCO1,True,3596,-3.73501827,0.43498173000000007,0.18920910543379296
CC(C)C(C)C(C)C,CCCCC=C,,-5.0,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=10895)'],CC(C)C(C)C(C)C,C=CCCCC,CC(C)C(C)C(C)C.C=CCCCC,True,3597,-4.7824354,0.21756460000000022,0.04733435517316009
CC(C)C(C)C(C)C,CC(=O)N(C)C,,-3.7,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)', 'CompSol Binary (entry number=50161)', 'CompSol Binary (entry number=50162)']",CC(C)C(C)C(C)C,CC(=O)N(C)C,CC(C)C(C)C(C)C.CC(=O)N(C)C,True,3601,-3.45579207,0.24420792999999996,0.05963751307488488
CC(C)C(C)C(C)C,CC(=O)C,,-4.14,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A4)', 'CompSol Binary (entry number=25521)', 'CompSol Binary (entry number=25522)']",CC(C)C(C)C(C)C,CC(C)=O,CC(C)C(C)C(C)C.CC(C)=O,True,3604,-3.50565429,0.6343457099999998,0.4023944797954039
CC(C)C(C)C(C)C,CC(O)C,,-4.09,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)', 'CompSol Binary (entry number=24831)', 'CompSol Binary (entry number=24832)']",CC(C)C(C)C(C)C,CC(C)O,CC(C)C(C)C(C)C.CC(C)O,True,3609,-3.81522687,0.2747731299999998,0.0755002729699968
CC(C)C(C)C(C)C,CCBr,,-5.01,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=34087)'],CC(C)C(C)C(C)C,CCBr,CC(C)C(C)C(C)C.CCBr,True,3612,-4.53368066,0.47631933999999987,0.22688011365803548
CC(C)C(C)C(C)C,CCC#N,,-3.86,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=56080)'],CC(C)C(C)C(C)C,CCC#N,CC(C)C(C)C(C)C.CCC#N,True,3613,-3.56266099,0.29733900999999996,0.08841048686778008
CC(C)C(C)C(C)C,CCCC(=O)C,,-4.49,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=24516)'],CC(C)C(C)C(C)C,CCCC(C)=O,CC(C)C(C)C(C)C.CCCC(C)=O,True,3617,-4.02769897,0.4623010299999999,0.2137222423390608
CC(C)C(C)C(C)C,CCCCCC,,-5.03,10.1016/j.cej.2021.129307,"['Abraham Paper (A32)', 'CompSol Binary (entry number=44995)', 'CompSol Binary (entry number=44996)']",CC(C)C(C)C(C)C,CCCCCC,CC(C)C(C)C(C)C.CCCCCC,True,3619,-4.78433329,0.24566671000000007,0.06035213240222413
CC(C)C(C)C(C)C,CCCCCCCCCC,,-4.84,10.1016/j.cej.2021.129307,"['Abraham Paper (A32)', 'CompSol Binary (entry number=36963)', 'CompSol Binary (entry number=36964)']",CC(C)C(C)C(C)C,CCCCCCCCCC,CC(C)C(C)C(C)C.CCCCCCCCCC,True,3624,-4.54749052,0.29250947999999966,0.0855617958898702
CC(C)C(C)C(C)C,CCO,,-4.02,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)', 'CompSol Binary (entry number=39127)', 'CompSol Binary (entry number=39128)']",CC(C)C(C)C(C)C,CCO,CC(C)C(C)C(C)C.CCO,True,3634,-3.65681247,0.36318752999999937,0.13190518194750045
CC(C)C(C)C(C)C,CCOCC,,-4.96,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=1739)'],CC(C)C(C)C(C)C,CCOCC,CC(C)C(C)C(C)C.CCOCC,True,3636,-4.69397411,0.2660258899999999,0.07076977415029204
CC(C)C(C)C(C)C,CN(C)P(=O)(N(C)C)N(C)C,,-3.97,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=44765)', 'CompSol Binary (entry number=44766)']",CC(C)C(C)C(C)C,CN(C)P(=O)(N(C)C)N(C)C,CC(C)C(C)C(C)C.CN(C)P(=O)(N(C)C)N(C)C,True,3640,-3.75476426,0.21523574000000023,0.0463264237733477
CC(C)C(C)C(C)C,CC1=CC=CC=C1,,-4.85,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=48307)', 'CompSol Binary (entry number=48308)']",CC(C)C(C)C(C)C,Cc1ccccc1,CC(C)C(C)C(C)C.Cc1ccccc1,True,3649,-4.72019218,0.1298078199999999,0.016850070133152376
CC(C)C(C)C(C)C,ClC(Cl)Cl,,-4.98,10.1016/j.cej.2021.129307,"['Abraham Paper (A7)', 'CompSol Binary (entry number=61369)', 'CompSol Binary (entry number=61370)']",CC(C)C(C)C(C)C,ClC(Cl)Cl,CC(C)C(C)C(C)C.ClC(Cl)Cl,True,3652,-4.87612683,0.10387317000000085,0.010789635445849075
CC(C)C(C)C(C)C,ClCCCl,,-4.4,10.1016/j.cej.2021.129307,"['Abraham Paper (A34)', 'Abraham Paper (A7)', 'CompSol Binary (entry number=4324)', 'CompSol Binary (entry number=4325)']",CC(C)C(C)C(C)C,ClCCCl,CC(C)C(C)C(C)C.ClCCCl,True,3653,-4.02110442,0.37889558,0.1435618605435364
CC(C)C(C)C(C)C,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,,-3.4,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=58803)', 'CompSol Binary (entry number=58804)']",CC(C)C(C)C(C)C,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(C)C(C)C(C)C.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,True,3657,-3.21939939,0.18060060999999994,0.03261658033237208
CC(C)C(C)C(C)C,O,,2.57,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A20)', 'Abraham Paper (A20)', 'Abraham Paper (A20)', 'Abraham Paper (A26)', 'Abraham Paper (A3)', 'Abraham Paper (A3)', 'Abraham Paper (A3)', 'Abraham Paper (A4)', 'Abraham Paper (A4)', 'Abraham Paper (A4)', 'Abraham Paper (A5)', 'Abraham Paper (A5)', 'Abraham Paper (A5)', 'Abraham Paper (A5)', 'Abraham Paper (A6)', 'FreeSolv (entry number=272)', 'CompSol Binary (entry number=63477)', 'CompSol Binary (entry number=63478)']",CC(C)C(C)C(C)C,O,CC(C)C(C)C(C)C.O,True,3663,1.79344374,0.7765562599999998,0.6030396249451873
CC(C)C(C)C(C)C,C1CCCCC1=O,,-4.32,10.1016/j.cej.2021.129307,"['Abraham Paper (A4)', 'CompSol Binary (entry number=36426)', 'CompSol Binary (entry number=36427)']",CC(C)C(C)C(C)C,O=C1CCCCC1,CC(C)C(C)C(C)C.O=C1CCCCC1,True,3664,-4.11007236,0.20992764000000008,0.04406961403596964
CC(C)C(C)C(C)C,C1CC(=O)OC1,,-3.01,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=37758)', 'CompSol Binary (entry number=37759)']",CC(C)C(C)C(C)C,O=C1CCCO1,CC(C)C(C)C(C)C.O=C1CCCO1,True,3665,-2.89208744,0.11791255999999972,0.013903371805753535
CC(C)C(C)C(C)C,C1=CC=C(C=C1)CO,,-3.52,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=33616)', 'CompSol Binary (entry number=33617)']",CC(C)C(C)C(C)C,OCc1ccccc1,CC(C)C(C)C(C)C.OCc1ccccc1,True,3666,-3.79486017,0.2748601700000002,0.075548113052429
CC(C)C(C)C(C)C,C1=CC=CC=C1,,-4.83,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=32412)', 'CompSol Binary (entry number=32413)']",CC(C)C(C)C(C)C,c1ccccc1,CC(C)C(C)C(C)C.c1ccccc1,True,3668,-4.78179405,0.04820594999999983,0.002323813615402484
CC(C)C(C)C(C)C,C1=CC=NC=C1,,-4.17,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=56408)', 'CompSol Binary (entry number=56409)']",CC(C)C(C)C(C)C,c1ccncc1,CC(C)C(C)C(C)C.c1ccncc1,True,3669,-4.25666066,0.08666065999999972,0.007510069991635552
CC(C)C(C)C,CCCCCCCCCCCCCCC=C,,-3.31,10.1016/j.cej.2021.129307,['Abraham Paper (A27)'],CC(C)C(C)C,C=CCCCCCCCCCCCCCC,CC(C)C(C)C.C=CCCCCCCCCCCCCCC,True,3670,-3.13711416,0.17288584000000018,0.029889513672505662
CC(C)C(C)C,CC#N,,-2.4,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=31319)'],CC(C)C(C)C,CC#N,CC(C)C(C)C.CC#N,True,3671,-2.22110359,0.17889641000000012,0.03200392551088814
CC(C)C,CC(C)C,,-2.52,Compsol pure,solute-solvent same,CC(C)C,CC(C)C,CC(C)C.CC(C)C,True,3701,-2.41138331,0.10861668999999985,0.011797585346556068
CC(C)C,OCCC(C)C,,-1.8,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",CC(C)C,CC(C)CCO,CC(C)C.CC(C)CCO,True,3702,-1.79964948,0.0003505200000000208,1.228642704000146e-07
CC(C)C,CC(O)C,,-1.9,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",CC(C)C,CC(C)O,CC(C)C.CC(C)O,True,3704,-1.71456384,0.18543615999999985,0.03438656943554554
CC(C)C,CCC(O)(C)C,,-1.92,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],CC(C)C,CCC(C)(C)O,CC(C)C.CCC(C)(C)O,True,3706,-1.81140526,0.10859474000000002,0.011792817555667605
CC(C)C,CCCCCC,,-2.33,10.1016/j.cej.2021.129307,"['Abraham Paper (A32)', 'CompSol Binary (entry number=45090)']",CC(C)C,CCCCCC,CC(C)C.CCCCCC,True,3712,-2.24905787,0.08094212999999995,0.006551628408936892
CC(C)C,CCCCCCCCCCCCCCCC,,-1.915,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.01,CC(C)C,CCCCCCCCCCCCCCCC,CC(C)C.CCCCCCCCCCCCCCCC,True,3717,-1.8748583,0.04014169999999995,0.0016113560788899957
CC(C)C,CCCCO,,-1.91,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",CC(C)C,CCCCO,CC(C)C.CCCCO,True,3721,-1.80921323,0.10078677000000003,0.010157973007032904
CC(C)C,CCO,,-1.64,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",CC(C)C,CCO,CC(C)C.CCO,True,3723,-1.63361583,0.0063841699999998,4.075762658889745e-05
CC(C)C,CS(=O)C,,-0.53,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=56874)'],CC(C)C,CS(C)=O,CC(C)C.CS(C)=O,True,3731,-0.76530631,0.23530631000000002,0.05536905952581611
CC(C)C,c1ccc(C)cc1C,,-2.07,10.1016/j.cej.2021.129307,['Abraham Paper (A30)'],CC(C)C,Cc1cccc(C)c1,CC(C)C.Cc1cccc(C)c1,True,3733,-2.1714852,0.10148519999999994,0.010299245819039989
