solute,solvent,logS,DGsolv,Reference (DOI),Comments,can_smiles_solute,can_smiles_solvent,concat_smiles,is_chonps_halogens,index
O=C(OCCCCCCC)C1=CC=CC=C1C(OCCCCCC)=O,O,,-6.67,10.1016/j.cej.2021.129307,['Abraham Paper (A18)'],CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,O,CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC.O,True,9071
CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,,-15.8,Compsol pure,solute-solvent same,CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC.CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,True,9072
O=C(OCCCCCCC)C1=CC=CC=C1C(OCCCCCCC)=O,O,,-6.68,10.1016/j.cej.2021.129307,['Abraham Paper (A18)'],CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,O,CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC.O,True,9074
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,,-14.9,Compsol pure,solute-solvent same,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC.CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,True,9160
O=C(OCCCCCC)C1=CC=CC=C1C(OCCCCCC)=O,O,,-6.78,10.1016/j.cej.2021.129307,['Abraham Paper (A18)'],CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,O,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC.O,True,9161
O=C(OCCCCC)C1=CC=CC=C1C(OCCCCC)=O,O,,-6.96,10.1016/j.cej.2021.129307,['Abraham Paper (A18)'],CCCCCOC(=O)c1ccccc1C(=O)OCCCCC,O,CCCCCOC(=O)c1ccccc1C(=O)OCCCCC.O,True,9298
CCCCOC(=O)c1ccccc1,CCCCOC(=O)c1ccccc1,,-8.83,Compsol pure,solute-solvent same,CCCCOC(=O)c1ccccc1,CCCCOC(=O)c1ccccc1,CCCCOC(=O)c1ccccc1.CCCCOC(=O)c1ccccc1,True,9631
O=C(OC(CC)CCCC)C1=CC=CC=C1C(OCCCC)=O,O,,-6.71,10.1016/j.cej.2021.129307,['Abraham Paper (A18)'],CCCCOC(=O)c1ccccc1C(=O)OC(CC)CCCC,O,CCCCOC(=O)c1ccccc1C(=O)OC(CC)CCCC.O,True,9633
CCCCOC(=O)c1ccccc1C(=O)OCCCC,CCCCOC(=O)c1ccccc1C(=O)OCCCC,,-12.9,Compsol pure,solute-solvent same,CCCCOC(=O)c1ccccc1C(=O)OCCCC,CCCCOC(=O)c1ccccc1C(=O)OCCCC,CCCCOC(=O)c1ccccc1C(=O)OCCCC.CCCCOC(=O)c1ccccc1C(=O)OCCCC,True,9635
O=C(OCC1=CC=CC=C1)C2=CC=CC=C2C(OCCCC)=O,O,,-9.55,10.1016/j.cej.2021.129307,['Abraham Paper (A18)'],CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,O,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1.O,True,9638
CCCCOC(=O)C1=CC=CC=C1O,O,,-3.51,10.1016/j.cej.2021.129307,"['Abraham Paper (A6)', 'Abraham Paper (A6)', 'Abraham Paper (A6)']",CCCCOC(=O)c1ccccc1O,O,CCCCOC(=O)c1ccccc1O.O,True,9641
O=C(OCCOCCCC)C1=CC=CC=C1C(OCCOCCCC)=O,O,,-12.85,10.1016/j.cej.2021.129307,['Abraham Paper (A18)'],CCCCOCCOC(=O)c1ccccc1C(=O)OCCOCCCC,O,CCCCOCCOC(=O)c1ccccc1C(=O)OCCOCCCC.O,True,9729
CCCOC(=O)c1ccccc1,CCCOC(=O)c1ccccc1,,-8.35,Compsol pure,solute-solvent same,CCCOC(=O)c1ccccc1,CCCOC(=O)c1ccccc1,CCCOC(=O)c1ccccc1.CCCOC(=O)c1ccccc1,True,10046
CCCOC(=O)c1ccccc1C(=O)OCCC,CCCOC(=O)c1ccccc1C(=O)OCCC,,-12.0,Compsol pure,solute-solvent same,CCCOC(=O)c1ccccc1C(=O)OCCC,CCCOC(=O)c1ccccc1C(=O)OCCC,CCCOC(=O)c1ccccc1C(=O)OCCC.CCCOC(=O)c1ccccc1C(=O)OCCC,True,10048
O=C(OCCC)C1=CC=CC=C1C(OCCC)=O,O,,-7.56,10.1016/j.cej.2021.129307,['Abraham Paper (A18)'],CCCOC(=O)c1ccccc1C(=O)OCCC,O,CCCOC(=O)c1ccccc1C(=O)OCCC.O,True,10050
CCCOC(=O)C1=CC=CC=C1O,O,,-3.66,10.1016/j.cej.2021.129307,"['Abraham Paper (A6)', 'Abraham Paper (A6)', 'Abraham Paper (A6)']",CCCOC(=O)c1ccccc1O,O,CCCOC(=O)c1ccccc1O.O,True,10051
O=C(OCCOCCC)C1=CC=CC=C1C(OCCOCCC)=O,O,,-13.16,10.1016/j.cej.2021.129307,['Abraham Paper (A18)'],CCCOCCOC(=O)c1ccccc1C(=O)OCCOCCC,O,CCCOCCOC(=O)c1ccccc1C(=O)OCCOCCC.O,True,10144
CCOC(=O)Cc1ccccc1,CCOC(=O)Cc1ccccc1,,-8.39,Compsol pure,solute-solvent same,CCOC(=O)Cc1ccccc1,CCOC(=O)Cc1ccccc1,CCOC(=O)Cc1ccccc1.CCOC(=O)Cc1ccccc1,True,10963
CCOC(=O)c1ccccc1,CCOC(=O)c1ccccc1,,-7.71,Compsol pure,solute-solvent same,CCOC(=O)c1ccccc1,CCOC(=O)c1ccccc1,CCOC(=O)c1ccccc1.CCOC(=O)c1ccccc1,True,11042
CCOC(=O)c1ccccc1,O,,-3.74,10.1016/j.cej.2021.129307,"['FreeSolv (entry number=111)', 'CompSol Binary (entry number=65811)']",CCOC(=O)c1ccccc1,O,CCOC(=O)c1ccccc1.O,True,11044
CCOC(=O)c1ccccc1C(=O)OCC,CCOC(=O)c1ccccc1C(=O)OCC,,-11.1,Compsol pure,solute-solvent same,CCOC(=O)c1ccccc1C(=O)OCC,CCOC(=O)c1ccccc1C(=O)OCC,CCOC(=O)c1ccccc1C(=O)OCC.CCOC(=O)c1ccccc1C(=O)OCC,True,11045
CCOC(=O)C1=CC=CC=C1O,O,,-3.82,10.1016/j.cej.2021.129307,"['Abraham Paper (A6)', 'Abraham Paper (A6)', 'Abraham Paper (A6)']",CCOC(=O)c1ccccc1O,O,CCOC(=O)c1ccccc1O.O,True,11048
CCOC(OCC)Oc1ccccc1,O,,-5.23,10.1016/j.cej.2021.129307,['FreeSolv (entry number=436)'],CCOC(OCC)Oc1ccccc1,O,CCOC(OCC)Oc1ccccc1.O,True,11180
O=C(OCCOCC)C1=CC=CC=C1C(OCCOCC)=O,O,,-13.42,10.1016/j.cej.2021.129307,['Abraham Paper (A18)'],CCOCCOC(=O)c1ccccc1C(=O)OCCOCC,O,CCOCCOC(=O)c1ccccc1C(=O)OCCOCC.O,True,11265
CCOCc1ccccc1,CCOCc1ccccc1,,-7.02,Compsol pure,solute-solvent same,CCOCc1ccccc1,CCOCc1ccccc1,CCOCc1ccccc1.CCOCc1ccccc1,True,11298
CCOc1ccccc1,C1CCCCC1,,-6.0,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCOc1ccccc1,C1CCCCC1,CCOc1ccccc1.C1CCCCC1,True,11476
CCOC1=CC=CC=C1,CCCCCC,,-6.02,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],CCOc1ccccc1,CCCCCC,CCOc1ccccc1.CCCCCC,True,11477
CCOc1ccccc1,CCCCCCCCCCCCCCCC,,-5.64,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCOc1ccccc1,CCCCCCCCCCCCCCCC,CCOc1ccccc1.CCCCCCCCCCCCCCCC,True,11478
CCOc1ccccc1,CCCCCCCCO,,-5.65,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCOc1ccccc1,CCCCCCCCO,CCOc1ccccc1.CCCCCCCCO,True,11479
CCOc1ccccc1,CCOc1ccccc1,,-6.77,10.13020/3eks-j059 Compsol pure,Averaged - std : 0.02,CCOc1ccccc1,CCOc1ccccc1,CCOc1ccccc1.CCOc1ccccc1,True,11480
CCOc1ccccc1,ClC(Cl)Cl,,-7.16,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCOc1ccccc1,ClC(Cl)Cl,CCOc1ccccc1.ClC(Cl)Cl,True,11481
CCOc1ccccc1,O,,-2.22,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCOc1ccccc1,O,CCOc1ccccc1.O,True,11483
CC[S](c1ccc(cc1)C#N)=[P]([O-])([O-])c2ccccc2,CCCCCCCCO,,-11.06,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCS(c1ccc(C#N)cc1)=P([O-])([O-])c1ccccc1,CCCCCCCCO,CCS(c1ccc(C#N)cc1)=P([O-])([O-])c1ccccc1.CCCCCCCCO,True,11530
CC[S](c1ccc(cc1)C#N)=[P]([O-])([O-])c2ccccc2,O,,-5.1,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCS(c1ccc(C#N)cc1)=P([O-])([O-])c1ccccc1,O,CCS(c1ccc(C#N)cc1)=P([O-])([O-])c1ccccc1.O,True,11531
CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,CCCCCCCO,,-12.52,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A38)']",CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,CCCCCCCO,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O.CCCCCCCO,True,11727
CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,CCCCCCO,,-12.44,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A38)']",CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,CCCCCCO,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O.CCCCCCO,True,11728
CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,CCCCCO,,-12.39,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A38)']",CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,CCCCCO,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O.CCCCCO,True,11729
CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,ClCCCC,,-13.49,10.1016/j.cej.2021.129307,['Abraham Paper (A38)'],CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,CCCCCl,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O.CCCCCl,True,11730
CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,CCCCO,,-12.32,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A38)']",CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,CCCCO,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O.CCCCO,True,11731
CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,CC(=O)OCCCC,,-13.45,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A38)']",CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,CCCCOC(C)=O,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O.CCCCOC(C)=O,True,11732
CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,CO,,-12.07,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A38)']",CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,CO,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O.CO,True,11737
CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,CCCO,,-12.13,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A38)']",CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,CCCO,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O.CCCO,True,11734
CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,CCO,,-12.59,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A38)']",CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,CCO,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O.CCO,True,11735
CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,CC(=O)OCC,,-13.54,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A38)']",CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,CCOC(C)=O,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O.CCOC(C)=O,True,11736
CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,CCCCCCCCO,,-12.53,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A38)']",CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,CCCCCCCCO,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O.CCCCCCCCO,True,11726
CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,CC(=O)OC,,-13.72,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A38)']",CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,COC(C)=O,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O.COC(C)=O,True,11738
CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,O,,-6.57,10.1016/j.cej.2021.129307,['Abraham Paper (A38)'],CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,O,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O.O,True,11740
CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,CCCCOCCCC,,-12.59,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A38)']",CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,CCCCOCCCC,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O.CCCCOCCCC,True,11733
CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,CCCCCCCCCC,,-12.04,10.1016/j.cej.2021.129307,"['Abraham Paper (A32)', 'Abraham Paper (A38)']",CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,CCCCCCCCCC,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O.CCCCCCCCCC,True,11725
CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,CCCCC(CC)CO,,-12.4,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,CCCCC(CC)CO,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O.CCCCC(CC)CO,True,11721
CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,CCCCCCC,,-11.97,10.1016/j.cej.2021.129307,"['Abraham Paper (A32)', 'Abraham Paper (A38)']",CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,CCCCCCC,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O.CCCCCCC,True,11723
CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,C1CCCCC1,,-12.15,10.1016/j.cej.2021.129307,['Abraham Paper (A38)'],CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,C1CCCCC1,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O.C1CCCCC1,True,11710
CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,O1CCCC1,,-14.18,10.1016/j.cej.2021.129307,['Abraham Paper (A33)'],CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,C1CCOC1,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O.C1CCOC1,True,11711
CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,O1CCOCC1,,-14.13,10.1016/j.cej.2021.129307,['Abraham Paper (A33)'],CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,C1COCCO1,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O.C1COCCO1,True,11712
CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,CC(C)(C)CC(C)C,,-11.63,10.1016/j.cej.2021.129307,"['Abraham Paper (A31)', 'Abraham Paper (A38)']",CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,CC(C)CC(C)(C)C,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O.CC(C)CC(C)(C)C,True,11713
CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,CC(C)CCO,,-12.18,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A38)']",CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,CC(C)CCO,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O.CC(C)CCO,True,11714
CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,CC(O)C,,-12.09,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A38)']",CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,CC(C)O,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O.CC(C)O,True,11716
CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,CC(C)CO,,-12.07,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A38)']",CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,CC(C)CO,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O.CC(C)CO,True,11715
CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,C1CCCCC1C,,-12.14,10.1016/j.cej.2021.129307,['Abraham Paper (A38)'],CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,CC1CCCCC1,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O.CC1CCCCC1,True,11718
CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,CCC(O)C,,-12.27,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A38)']",CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,CCC(C)O,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O.CCC(C)O,True,11719
CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,CCCC(O)C,,-12.34,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A38)']",CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,CCCC(C)O,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O.CCCC(C)O,True,11720
CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,CCCCCCCC,,-12.01,10.1016/j.cej.2021.129307,"['Abraham Paper (A32)', 'Abraham Paper (A38)']",CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,CCCCCCCC,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O.CCCCCCCC,True,11724
CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,CCCCCC,,-11.94,10.1016/j.cej.2021.129307,"['Abraham Paper (A32)', 'Abraham Paper (A38)']",CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,CCCCCC,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O.CCCCCC,True,11722
CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,CC(C)OC(C)C,,-12.45,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,CC(C)OC(C)C,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O.CC(C)OC(C)C,True,11717
CCC1=CC=CC=C1O,O,,-5.85,10.1016/j.cej.2021.129307,"['Abraham Paper (A6)', 'FreeSolv (entry number=148)']",CCc1ccccc1O,O,CCc1ccccc1O.O,True,11831
CCC1=CC=CC=C1O,CCCCCC,,-6.6,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],CCc1ccccc1O,CCCCCC,CCc1ccccc1O.CCCCCC,True,11828
CCc1ccccc1O,CCc1ccccc1O,,-8.18,Compsol pure,solute-solvent same,CCc1ccccc1O,CCc1ccccc1O,CCc1ccccc1O.CCc1ccccc1O,True,11829
CN(C)C(=O)Nc1ccccc1,O,,-9.63,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CN(C)C(=O)Nc1ccccc1,O,CN(C)C(=O)Nc1ccccc1.O,True,12018
CN(C)C(=O)Nc1ccccc1,c1ccccc1,,-12.18,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CN(C)C(=O)Nc1ccccc1,c1ccccc1,CN(C)C(=O)Nc1ccccc1.c1ccccc1,True,12019
CN(C)C(=O)Nc1ccccc1,CCCCCCCCO,,-13.12,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CN(C)C(=O)Nc1ccccc1,CCCCCCCCO,CN(C)C(=O)Nc1ccccc1.CCCCCCCCO,True,12015
CN(C)C(=O)Nc1ccccc1,ClC(Cl)Cl,,-13.64,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CN(C)C(=O)Nc1ccccc1,ClC(Cl)Cl,CN(C)C(=O)Nc1ccccc1.ClC(Cl)Cl,True,12016
CN(C)C(=O)c1ccccc1,O,,-9.29,10.1016/j.cej.2021.129307,['FreeSolv (entry number=34)'],CN(C)C(=O)c1ccccc1,O,CN(C)C(=O)c1ccccc1.O,True,12028
CN(C)CCOC(c1ccccc1)c2ccccc2,O,,-9.34,10.1016/j.cej.2021.129307,['FreeSolv (entry number=345)'],CN(C)CCOC(c1ccccc1)c1ccccc1,O,CN(C)CCOC(c1ccccc1)c1ccccc1.O,True,12122
CN(N=O)CC1=CC=CC=C1,O,,-7.03,10.1016/j.cej.2021.129307,['Abraham Paper (A8)'],CN(Cc1ccccc1)N=O,O,CN(Cc1ccccc1)N=O.O,True,12248
OCC(C1=CC=CC=C1)C(OC2CC3CCC(N3C)C2)=O,CCO,,-18.0,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,CCO,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2.CCO,True,12324
CN1C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O,O,,-13.79,10.1016/j.cej.2021.129307,['Abraham Paper (A16)'],CN1C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,O,CN1C2CCC1CC(OC(=O)C(O)c1ccccc1)C2.O,True,12328
CNC(=O)C1=CC=CC=C1,CC(C)(C)CC(C)C,,-7.63,10.1016/j.cej.2021.129307,['Abraham Paper (A31)'],CNC(=O)c1ccccc1,CC(C)CC(C)(C)C,CNC(=O)c1ccccc1.CC(C)CC(C)(C)C,True,12493
COC(=O)c1ccccc1,c1ccccc1,,-6.27,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,COC(=O)c1ccccc1,c1ccccc1,COC(=O)c1ccccc1.c1ccccc1,True,12964
COC(=O)c1ccccc1,O,,-3.91,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,COC(=O)c1ccccc1,O,COC(=O)c1ccccc1.O,True,12963
COC(=O)c1ccccc1,ClC(Cl)Cl,,-7.81,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,COC(=O)c1ccccc1,ClC(Cl)Cl,COC(=O)c1ccccc1.ClC(Cl)Cl,True,12961
COC(=O)c1ccccc1,Cc1ccccc1,,-7.96,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,COC(=O)c1ccccc1,Cc1ccccc1,COC(=O)c1ccccc1.Cc1ccccc1,True,12960
COC(=O)c1ccccc1,COC(=O)c1ccccc1,,-7.63,Compsol pure,solute-solvent same,COC(=O)c1ccccc1,COC(=O)c1ccccc1,COC(=O)c1ccccc1.COC(=O)c1ccccc1,True,12959
COC(=O)c1ccccc1,CC(C)CC(C)(C)C,,-6.71,10.1016/j.cej.2021.129307,"["" 'Abraham Paper (A31)'""]",COC(=O)c1ccccc1,CC(C)CC(C)(C)C,COC(=O)c1ccccc1.CC(C)CC(C)(C)C,True,12955
COC(=O)c1ccccc1,CCCCCCCCCCCCCCCC,,-6.31,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,COC(=O)c1ccccc1,CCCCCCCCCCCCCCCC,COC(=O)c1ccccc1.CCCCCCCCCCCCCCCC,True,12957
COC(=O)c1ccccc1,CCCCCC(C)C,,-6.71,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,COC(=O)c1ccccc1,CCCCCC(C)C,COC(=O)c1ccccc1.CCCCCC(C)C,True,12956
COC(=O)c1ccccc1,C1CCCCC1,,-7.01,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,COC(=O)c1ccccc1,C1CCCCC1,COC(=O)c1ccccc1.C1CCCCC1,True,12954
COC(=O)c1ccccc1,C1CCC2CCCCC2C1,,-6.76,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,COC(=O)c1ccccc1,C1CCC2CCCCC2C1,COC(=O)c1ccccc1.C1CCC2CCCCC2C1,True,12953
COC(=O)c1ccccc1,CCCCCCCCO,,-7.26,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,COC(=O)c1ccccc1,CCCCCCCCO,COC(=O)c1ccccc1.CCCCCCCCO,True,12958
COC(=O)c1ccccc1C(=O)OC,COC(=O)c1ccccc1C(=O)OC,,-10.3,Compsol pure,solute-solvent same,COC(=O)c1ccccc1C(=O)OC,COC(=O)c1ccccc1C(=O)OC,COC(=O)c1ccccc1C(=O)OC.COC(=O)c1ccccc1C(=O)OC,True,12965
COC(=O)c1ccccc1O,COC(=O)c1ccccc1O,,-8.96,Compsol pure,solute-solvent same,COC(=O)c1ccccc1O,COC(=O)c1ccccc1O,COC(=O)c1ccccc1O.COC(=O)c1ccccc1O,True,12971
COC(=O)C1=CC=CC=C1O,c1cc(C)ccc1C,,-7.64,10.1016/j.cej.2021.129307,['Abraham Paper (A30)'],COC(=O)c1ccccc1O,Cc1ccc(C)cc1,COC(=O)c1ccccc1O.Cc1ccc(C)cc1,True,12972
COC(c1ccccc1)(OC)OC,O,,-4.04,10.1016/j.cej.2021.129307,['FreeSolv (entry number=110)'],COC(OC)(OC)c1ccccc1,O,COC(OC)(OC)c1ccccc1.O,True,13118
O=C(OCCOC)C1=CC=CC=C1C(OCCOC)=O,O,,-13.48,10.1016/j.cej.2021.129307,['Abraham Paper (A18)'],COCCOC(=O)c1ccccc1C(=O)OCCOC,O,COCCOC(=O)c1ccccc1C(=O)OCCOC.O,True,13258
COC1=CC=CC=C1,[H]O[H],,-2.62,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=69270)'],COc1ccccc1,[H]O[H],COc1ccccc1.[H]O[H],True,13962
COc1ccccc1,O,,-2.49,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.04,COc1ccccc1,O,COc1ccccc1.O,True,13961
COc1ccccc1,COc1ccccc1,,-6.35,10.13020/3eks-j059 Compsol pure,Averaged - std : 0.02,COc1ccccc1,COc1ccccc1,COc1ccccc1.COc1ccccc1,True,13958
